timestamp_ms,timestamp,force_x,force_y,force_z,torque_x,torque_y,torque_z,eth_force_x,eth_force_y,eth_force_z,eth_torque_x,eth_torque_y,eth_torque_z,ee_x,ee_y,ee_z,ee_qx,ee_qy,ee_qz,ee_qw,R1,R2,R3,R4,R5,R6
1753699228308,2025-07-28 12:40:28.308242,5.117199,3.128159,-1.6772479,-0.27635497,0.46429265,-0.17048772,-1.3586851358413696,1.524354338645935,-0.9975144267082214,-0.07895153760910034,-0.07289381325244904,0.002004683483392,0.4088513,0.13091442,0.40078425,0.6850714,0.05740363,0.2340266,-0.68746895,41.0,42.0,50.0,63.0,41.0,42.0
1753699228310,2025-07-28 12:40:28.310621,5.104472,3.1488225,-1.5188005,-0.27536204,0.46816626,-0.17171907,-1.3586851358413696,1.524354338645935,-0.9975144267082214,-0.07895153760910034,-0.07289381325244904,0.002004683483392,0.4088513,0.13091442,0.40078425,0.6850714,0.05740363,0.2340266,-0.68746895,41.0,42.0,50.0,63.0,41.0,42.0
1753699228313,2025-07-28 12:40:28.313094,5.07097,3.0044937,-1.5092435,-0.27692446,0.4687302,-0.17142083,-1.2595926523208618,1.537274718284607,-0.9968773722648621,-0.07818624377250671,-0.07435961067676544,0.002299156505614519,0.4088513,0.13091442,0.40078425,0.6850714,0.05740363,0.2340266,-0.68746895,41.0,42.0,50.0,63.0,41.0,42.0
1753699228314,2025-07-28 12:40:28.314298,4.9723525,2.8854902,-1.5312105,-0.27866974,0.46350732,-0.17434996,-1.2595926523208618,1.537274718284607,-0.9968773722648621,-0.07818624377250671,-0.07435961067676544,0.002299156505614519,0.4088513,0.13091442,0.40078425,0.6850714,0.05740363,0.2340266,-0.68746895,41.0,42.0,50.0,63.0,41.0,42.0
1753699228316,2025-07-28 12:40:28.316600,5.338084,2.9097738,-1.4686923,-0.27906722,0.4672379,-0.17044348,-1.2595926523208618,1.537274718284607,-0.9968773722648621,-0.07818624377250671,-0.07435961067676544,0.002299156505614519,0.4088513,0.13091442,0.40078425,0.6850714,0.05740363,0.2340266,-0.68746895,11.0,13.0,8.0,7.0,19.0,9.0
1753699228318,2025-07-28 12:40:28.318764,5.233316,3.0978234,-1.4923489,-0.27930355,0.46808112,-0.16798127,-1.2595926523208618,1.537274718284607,-0.9968773722648621,-0.07818624377250671,-0.07435961067676544,0.002299156505614519,0.4088513,0.13091442,0.40078425,0.6850714,0.05740363,0.2340266,-0.68746895,11.0,13.0,8.0,7.0,19.0,9.0
1753699228320,2025-07-28 12:40:28.320514,5.262224,3.1111007,-1.5881991,-0.28126734,0.466759,-0.17781451,-1.2595926523208618,1.537274718284607,-0.9968773722648621,-0.07818624377250671,-0.07435961067676544,0.002299156505614519,0.4088513,0.13091442,0.40078425,0.6850714,0.05740363,0.2340266,-0.68746895,11.0,13.0,8.0,7.0,19.0,9.0
1753699228322,2025-07-28 12:40:28.322955,4.943991,3.195859,-1.7760336,-0.27480197,0.46379203,-0.17571895,-1.3367488384246826,1.611939787864685,-0.9735352396965027,-0.07701376080513,-0.07275016605854034,0.0020054695196449757,0.4088513,0.13091442,0.40078425,0.6850714,0.05740363,0.2340266,-0.68746895,11.0,13.0,8.0,7.0,19.0,9.0
1753699228324,2025-07-28 12:40:28.324975,5.04618,2.9387996,-1.6202482,-0.2730638,0.46573702,-0.17102721,-1.3367488384246826,1.611939787864685,-0.9735352396965027,-0.07701376080513,-0.07275016605854034,0.0020054695196449757,0.4088513,0.13091442,0.40078425,0.6850714,0.05740363,0.2340266,-0.68746895,11.0,13.0,8.0,7.0,19.0,9.0
1753699228326,2025-07-28 12:40:28.326640,5.146114,3.2168217,-1.5845791,-0.27911308,0.46607268,-0.17140897,-1.3367488384246826,1.611939787864685,-0.9735352396965027,-0.07701376080513,-0.07275016605854034,0.0020054695196449757,0.4088513,0.13091442,0.40078425,0.6850714,0.05740363,0.2340266,-0.68746895,50.0,41.0,46.0,47.0,46.0,45.0
1753699228328,2025-07-28 12:40:28.328766,5.307381,3.0265038,-1.6180028,-0.2763563,0.46525094,-0.17488816,-1.3367488384246826,1.611939787864685,-0.9735352396965027,-0.07701376080513,-0.07275016605854034,0.0020054695196449757,0.4088513,0.13091442,0.40078425,0.6850714,0.05740363,0.2340266,-0.68746895,50.0,41.0,46.0,47.0,46.0,45.0
1753699228330,2025-07-28 12:40:28.330541,5.1978703,3.3109615,-1.4915931,-0.27831286,0.46098444,-0.17704457,-1.3367488384246826,1.611939787864685,-0.9735352396965027,-0.07701376080513,-0.07275016605854034,0.0020054695196449757,0.4088513,0.13091442,0.40078425,0.6850714,0.05740363,0.2340266,-0.68746895,50.0,41.0,46.0,47.0,46.0,45.0
1753699228332,2025-07-28 12:40:28.332284,5.289513,2.98467,-1.358017,-0.27073005,0.46579823,-0.17302647,-1.2848460674285889,1.62448251247406,-1.017038106918335,-0.07710599899291992,-0.07440857589244843,0.0023403805680572987,0.4088513,0.13091442,0.40078425,0.6850714,0.05740363,0.2340266,-0.68746895,50.0,41.0,46.0,47.0,46.0,45.0
1753699228334,2025-07-28 12:40:28.334920,5.076832,2.9357672,-1.537559,-0.27566436,0.4638868,-0.17185928,-1.2848460674285889,1.62448251247406,-1.017038106918335,-0.07710599899291992,-0.07440857589244843,0.0023403805680572987,0.40884504,0.13092752,0.40077767,0.68507093,0.057408888,0.23401116,-0.6874742,50.0,41.0,46.0,47.0,46.0,45.0
1753699228336,2025-07-28 12:40:28.336797,4.9298177,3.300817,-1.7432472,-0.27878952,0.46204436,-0.1726592,-1.2848460674285889,1.62448251247406,-1.017038106918335,-0.07710599899291992,-0.07440857589244843,0.0023403805680572987,0.40884504,0.13092752,0.40077767,0.68507093,0.057408888,0.23401116,-0.6874742,12.0,21.0,19.0,9.0,10.0,8.0
1753699228338,2025-07-28 12:40:28.338952,5.269127,3.0286832,-1.6340144,-0.27765396,0.46264276,-0.17841129,-1.2848460674285889,1.62448251247406,-1.017038106918335,-0.07710599899291992,-0.07440857589244843,0.0023403805680572987,0.40884504,0.13092752,0.40077767,0.68507093,0.057408888,0.23401116,-0.6874742,12.0,21.0,19.0,9.0,10.0,8.0
1753699228340,2025-07-28 12:40:28.340629,5.499878,2.825129,-1.4001528,-0.27807313,0.46739152,-0.1747123,-1.2848460674285889,1.62448251247406,-1.017038106918335,-0.07710599899291992,-0.07440857589244843,0.0023403805680572987,0.40884504,0.13092752,0.40077767,0.68507093,0.057408888,0.23401116,-0.6874742,12.0,21.0,19.0,9.0,10.0,8.0
1753699228342,2025-07-28 12:40:28.342350,4.8454614,3.2681983,-1.4956528,-0.27734366,0.4640221,-0.16667005,-1.3576990365982056,1.5503286123275757,-0.9749676585197449,-0.07825946807861328,-0.07289175689220428,0.0020027239806950092,0.40884504,0.13092752,0.40077767,0.68507093,0.057408888,0.23401116,-0.6874742,12.0,21.0,19.0,9.0,10.0,8.0
1753699228344,2025-07-28 12:40:28.344830,5.1801767,2.9387152,-1.4878776,-0.27970603,0.46386483,-0.1716795,-1.3576990365982056,1.5503286123275757,-0.9749676585197449,-0.07825946807861328,-0.07289175689220428,0.0020027239806950092,0.40884504,0.13092752,0.40077767,0.68507093,0.057408888,0.23401116,-0.6874742,12.0,21.0,19.0,9.0,10.0,8.0
1753699228346,2025-07-28 12:40:28.346666,5.487366,2.8718607,-1.2732962,-0.27791822,0.47032997,-0.16819412,-1.3576990365982056,1.5503286123275757,-0.9749676585197449,-0.07825946807861328,-0.07289175689220428,0.0020027239806950092,0.40884504,0.13092752,0.40077767,0.68507093,0.057408888,0.23401116,-0.6874742,38.0,39.0,48.0,43.0,39.0,39.0
1753699228348,2025-07-28 12:40:28.348290,4.79502,2.9938457,-1.508935,-0.2776044,0.4652238,-0.17278457,-1.3576990365982056,1.5503286123275757,-0.9749676585197449,-0.07825946807861328,-0.07289175689220428,0.0020027239806950092,0.40884504,0.13092752,0.40077767,0.68507093,0.057408888,0.23401116,-0.6874742,38.0,39.0,48.0,43.0,39.0,39.0
1753699228350,2025-07-28 12:40:28.350995,5.3137436,3.1324263,-1.4506656,-0.28086948,0.46764025,-0.17621666,-1.3576990365982056,1.5503286123275757,-0.9749676585197449,-0.07825946807861328,-0.07289175689220428,0.0020027239806950092,0.40884712,0.13091557,0.4007906,0.6850727,0.057404663,0.23402719,-0.68746734,38.0,39.0,48.0,43.0,39.0,39.0
1753699228352,2025-07-28 12:40:28.352323,5.357848,2.890876,-1.4339106,-0.278811,0.47193485,-0.17204204,-1.3107305765151978,1.5510114431381226,-0.9529301524162292,-0.07782098650932312,-0.07341502606868744,0.001980424392968416,0.40884712,0.13091557,0.4007906,0.6850727,0.057404663,0.23402719,-0.68746734,38.0,39.0,48.0,43.0,39.0,39.0
1753699228354,2025-07-28 12:40:28.354537,5.4317365,3.1384747,-1.417388,-0.28125045,0.47067258,-0.16874078,-1.3107305765151978,1.5510114431381226,-0.9529301524162292,-0.07782098650932312,-0.07341502606868744,0.001980424392968416,0.40884712,0.13091557,0.4007906,0.6850727,0.057404663,0.23402719,-0.68746734,38.0,39.0,48.0,43.0,39.0,39.0
1753699228356,2025-07-28 12:40:28.356319,5.353204,3.2004738,-1.3737102,-0.27883035,0.46533507,-0.17118551,-1.3107305765151978,1.5510114431381226,-0.9529301524162292,-0.07782098650932312,-0.07341502606868744,0.001980424392968416,0.40884712,0.13091557,0.4007906,0.6850727,0.057404663,0.23402719,-0.68746734,22.0,18.0,11.0,14.0,14.0,16.0
1753699228358,2025-07-28 12:40:28.358466,5.2099624,2.914394,-1.4135776,-0.27485996,0.461956,-0.1750343,-1.3107305765151978,1.5510114431381226,-0.9529301524162292,-0.07782098650932312,-0.07341502606868744,0.001980424392968416,0.40884712,0.13091557,0.4007906,0.6850727,0.057404663,0.23402719,-0.68746734,22.0,18.0,11.0,14.0,14.0,16.0
1753699228360,2025-07-28 12:40:28.360533,5.0417147,3.1114922,-1.5540926,-0.27650845,0.46439087,-0.15990725,-1.3107305765151978,1.5510114431381226,-0.9529301524162292,-0.07782098650932312,-0.07341502606868744,0.001980424392968416,0.40884712,0.13091557,0.4007906,0.6850727,0.057404663,0.23402719,-0.68746734,22.0,18.0,11.0,14.0,14.0,16.0
1753699228362,2025-07-28 12:40:28.362398,5.689062,2.8899288,-1.3206378,-0.27628314,0.4697261,-0.17229436,-1.3342901468276978,1.5889943838119507,-0.9736592173576355,-0.07723692059516907,-0.07349403202533722,0.0019989837892353535,0.40884712,0.13091557,0.4007906,0.6850727,0.057404663,0.23402719,-0.68746734,22.0,18.0,11.0,14.0,14.0,16.0
1753699228364,2025-07-28 12:40:28.364669,5.0866284,2.9471178,-1.536433,-0.27380756,0.4643526,-0.1705617,-1.3342901468276978,1.5889943838119507,-0.9736592173576355,-0.07723692059516907,-0.07349403202533722,0.0019989837892353535,0.40884712,0.13091557,0.4007906,0.6850727,0.057404663,0.23402719,-0.68746734,22.0,18.0,11.0,14.0,14.0,16.0
1753699228366,2025-07-28 12:40:28.366469,4.8976274,2.7256165,-1.630812,-0.2745698,0.46310738,-0.1716197,-1.3342901468276978,1.5889943838119507,-0.9736592173576355,-0.07723692059516907,-0.07349403202533722,0.0019989837892353535,0.40884712,0.13091557,0.4007906,0.6850727,0.057404663,0.23402719,-0.68746734,32.0,19.0,24.0,31.0,30.0,29.0
1753699228368,2025-07-28 12:40:28.368403,5.16892,2.773695,-1.4918796,-0.27623656,0.46454152,-0.17586675,-1.3342901468276978,1.5889943838119507,-0.9736592173576355,-0.07723692059516907,-0.07349403202533722,0.0019989837892353535,0.40884712,0.13091557,0.4007906,0.6850727,0.057404663,0.23402719,-0.68746734,32.0,19.0,24.0,31.0,30.0,29.0
1753699228370,2025-07-28 12:40:28.370615,5.1404986,2.9369688,-1.5817537,-0.2758398,0.4674279,-0.1697548,-1.3342901468276978,1.5889943838119507,-0.9736592173576355,-0.07723692059516907,-0.07349403202533722,0.0019989837892353535,0.40883923,0.13092345,0.40078878,0.6850757,0.057402726,0.23401561,-0.68746847,32.0,19.0,24.0,31.0,30.0,29.0
1753699228372,2025-07-28 12:40:28.372512,5.315399,3.0591586,-1.6033269,-0.27417704,0.46511036,-0.16818453,-1.337956190109253,1.5862668752670288,-1.018188238143921,-0.07812482118606567,-0.07346813380718231,0.002025578636676073,0.40883923,0.13092345,0.40078878,0.6850757,0.057402726,0.23401561,-0.68746847,32.0,19.0,24.0,31.0,30.0,29.0
1753699228374,2025-07-28 12:40:28.374215,5.2667003,3.2014158,-1.4893341,-0.27573538,0.46454483,-0.17551236,-1.337956190109253,1.5862668752670288,-1.018188238143921,-0.07812482118606567,-0.07346813380718231,0.002025578636676073,0.40883923,0.13092345,0.40078878,0.6850757,0.057402726,0.23401561,-0.68746847,32.0,19.0,24.0,31.0,30.0,29.0
1753699228376,2025-07-28 12:40:28.376535,5.3211927,3.1963563,-1.7159822,-0.27552435,0.4641008,-0.1704004,-1.337956190109253,1.5862668752670288,-1.018188238143921,-0.07812482118606567,-0.07346813380718231,0.002025578636676073,0.40883923,0.13092345,0.40078878,0.6850757,0.057402726,0.23401561,-0.68746847,28.0,20.0,8.0,13.0,23.0,19.0
1753699228378,2025-07-28 12:40:28.378448,5.6383586,3.1638844,-1.6090761,-0.2777364,0.4710482,-0.172739,-1.337956190109253,1.5862668752670288,-1.018188238143921,-0.07812482118606567,-0.07346813380718231,0.002025578636676073,0.40883923,0.13092345,0.40078878,0.6850757,0.057402726,0.23401561,-0.68746847,28.0,20.0,8.0,13.0,23.0,19.0
1753699228380,2025-07-28 12:40:28.380970,5.2831626,2.8860207,-1.6206675,-0.27714482,0.47304925,-0.16845167,-1.337956190109253,1.5862668752670288,-1.018188238143921,-0.07812482118606567,-0.07346813380718231,0.002025578636676073,0.40883923,0.13092345,0.40078878,0.6850757,0.057402726,0.23401561,-0.68746847,28.0,20.0,8.0,13.0,23.0,19.0
1753699228382,2025-07-28 12:40:28.382724,5.1723943,2.7854457,-1.6011695,-0.27456832,0.46785238,-0.16935883,-1.3839298486709595,1.5864232778549194,-1.0385549068450928,-0.07730701565742493,-0.07222636044025421,0.002005681861191988,0.40883923,0.13092345,0.40078878,0.6850757,0.057402726,0.23401561,-0.68746847,28.0,20.0,8.0,13.0,23.0,19.0
1753699228385,2025-07-28 12:40:28.385107,5.3006115,3.0913556,-1.5425841,-0.27394453,0.464558,-0.17370743,-1.3839298486709595,1.5864232778549194,-1.0385549068450928,-0.07730701565742493,-0.07222636044025421,0.002005681861191988,0.40883923,0.13092345,0.40078878,0.6850757,0.057402726,0.23401561,-0.68746847,28.0,20.0,8.0,13.0,23.0,19.0
1753699228386,2025-07-28 12:40:28.386746,5.170468,3.088727,-1.5805432,-0.2762031,0.4698819,-0.17248802,-1.3839298486709595,1.5864232778549194,-1.0385549068450928,-0.07730701565742493,-0.07222636044025421,0.002005681861191988,0.40883923,0.13092345,0.40078878,0.6850757,0.057402726,0.23401561,-0.68746847,28.0,20.0,8.0,13.0,23.0,19.0
1753699228388,2025-07-28 12:40:28.388296,5.311434,2.9961061,-1.6163543,-0.2793884,0.46989202,-0.17095585,-1.3839298486709595,1.5864232778549194,-1.0385549068450928,-0.07730701565742493,-0.07222636044025421,0.002005681861191988,0.40883923,0.13092345,0.40078878,0.6850757,0.057402726,0.23401561,-0.68746847,27.0,31.0,38.0,35.0,25.0,15.0
1753699228390,2025-07-28 12:40:28.390122,5.1871057,3.2421696,-1.6156993,-0.27886277,0.46628985,-0.16840172,-1.3839298486709595,1.5864232778549194,-1.0385549068450928,-0.07730701565742493,-0.07222636044025421,0.002005681861191988,0.40883923,0.13092345,0.40078878,0.6850757,0.057402726,0.23401561,-0.68746847,27.0,31.0,38.0,35.0,25.0,15.0
1753699228392,2025-07-28 12:40:28.392596,5.0841603,3.0530212,-1.4696832,-0.27739903,0.46611544,-0.17248887,-1.3361650705337524,1.6119283437728882,-0.9735295176506042,-0.07701373100280762,-0.07275311648845673,0.0015186673263087869,0.40883923,0.13092345,0.40078878,0.6850757,0.057402726,0.23401561,-0.68746847,27.0,31.0,38.0,35.0,25.0,15.0
1753699228394,2025-07-28 12:40:28.394383,5.092617,2.944123,-1.431859,-0.27823427,0.46449068,-0.16706982,-1.3361650705337524,1.6119283437728882,-0.9735295176506042,-0.07701373100280762,-0.07275311648845673,0.0015186673263087869,0.40883923,0.13092345,0.40078878,0.6850757,0.057402726,0.23401561,-0.68746847,27.0,31.0,38.0,35.0,25.0,15.0
1753699228397,2025-07-28 12:40:28.397089,5.193663,3.0954607,-1.6060181,-0.2779902,0.46603537,-0.17143609,-1.3361650705337524,1.6119283437728882,-0.9735295176506042,-0.07701373100280762,-0.07275311648845673,0.0015186673263087869,0.40883923,0.13092345,0.40078878,0.6850757,0.057402726,0.23401561,-0.68746847,34.0,21.0,23.0,20.0,19.0,22.0
